Crop,Disease,Farmer_Symptoms,Technical_Symptoms,Treatment,Prevention,RecoveryTime,processed_symptoms
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, पिक उभं असतानाच पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक उभं असतानाच पडतंय"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Ginger,Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, पिक उभं असतानाच पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक उभं असतानाच पडतंय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Black Pepper,Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, पिक उभं असतानाच पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक उभं असतानाच पडतंय"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Cardamom,Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, खोड कोरडं पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोड कोरडं पडतंय"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, झाड अचानक मरतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , झाड अचानक मरतंय"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, मुळं सडलेली वाटतात",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , मुळं सडलेली वाटतात"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, पत्ता पिवळसर दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पत्ता पिवळसर दिसतोय"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, पिक उभं असतानाच पडतंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक उभं असतानाच पडतंय"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Ajwain (Carom),Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Dill (Suva),Leaf Blight,"Brown necrotic lesions on leaves, खोडावर डाग दिसतोय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , खोडावर डाग दिसतोय"
Dill (Suva),Leaf Blight,"Brown necrotic lesions on leaves, पाने वाळली आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने वाळली आहेत"
Dill (Suva),Leaf Blight,"Brown necrotic lesions on leaves, पिक अचानक कोमेजलंय",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिक अचानक कोमेजलंय"
Dill (Suva),Leaf Blight,"Brown necrotic lesions on leaves, पाने काळपट होत आहेत",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पाने काळपट होत आहेत"
Dill (Suva),Leaf Blight,"Brown necrotic lesions on leaves, पिकाची वाढ थांबली आहे",Alternaria/Cercospora leaf blight,Mancozeb sprays,"Sanitation, balanced nutrition",2-3 weeks,"brown necrotic lesion on leaf , पिकाची वाढ थांबली आहे"
